Codigo;univCompMas;Total;Comuna;Fraccion;Radio;CO_FRAC_RA;COFRAC
20031207;92;466;3;12;7;3_12_7;312
20031208;45;291;3;12;8;3_12_8;312
20031209;35;214;3;12;9;3_12_9;312
20031210;40;368;3;12;10;3_12_10;312
20031301;65;306;3;13;1;3_13_1;313
20031302;48;357;3;13;2;3_13_2;313
20031303;78;394;3;13;3;3_13_3;313
20031304;33;209;3;13;4;3_13_4;313
20031305;56;329;3;13;5;3_13_5;313
20031306;59;323;3;13;6;3_13_6;313
20031307;63;251;3;13;7;3_13_7;313
20031308;44;241;3;13;8;3_13_8;313
20031309;71;369;3;13;9;3_13_9;313
20031310;41;315;3;13;10;3_13_10;313
20031311;46;267;3;13;11;3_13_11;313
20031401;26;346;3;14;1;3_14_1;314
20031402;41;418;3;14;2;3_14_2;314
20031403;69;454;3;14;3;3_14_3;314
20031404;34;299;3;14;4;3_14_4;314
20031405;42;365;3;14;5;3_14_5;314
20031406;102;514;3;14;6;3_14_6;314
20031407;35;259;3;14;7;3_14_7;314
20031408;37;316;3;14;8;3_14_8;314
20031409;3;43;3;14;9;3_14_9;314
20031410;52;313;3;14;10;3_14_10;314
20031501;57;282;3;15;1;3_15_1;315
20031502;62;399;3;15;2;3_15_2;315
20031503;35;271;3;15;3;3_15_3;315
20031504;77;334;3;15;4;3_15_4;315
20031505;79;382;3;15;5;3_15_5;315
20031506;52;362;3;15;6;3_15_6;315
20031507;106;600;3;15;7;3_15_7;315
20031508;108;617;3;15;8;3_15_8;315
20031509;17;117;3;15;9;3_15_9;315
20031601;66;375;3;16;1;3_16_1;316
20031602;95;504;3;16;2;3_16_2;316
20031603;62;388;3;16;3;3_16_3;316
20031604;33;178;3;16;4;3_16_4;316
20031605;21;267;3;16;5;3_16_5;316
20031606;39;283;3;16;6;3_16_6;316
20031607;49;312;3;16;7;3_16_7;316
20031608;40;339;3;16;8;3_16_8;316
20031609;129;507;3;16;9;3_16_9;316
20031701;39;267;3;17;1;3_17_1;317
20031702;36;326;3;17;2;3_17_2;317
20031703;25;208;3;17;3;3_17_3;317
20031704;30;332;3;17;4;3_17_4;317
20031705;30;324;3;17;5;3_17_5;317
20031706;41;327;3;17;6;3_17_6;317
20031707;54;344;3;17;7;3_17_7;317
20031708;37;384;3;17;8;3_17_8;317
20031709;31;282;3;17;9;3_17_9;317
20031801;26;256;3;18;1;3_18_1;318
20031802;28;302;3;18;2;3_18_2;318
20031803;36;189;3;18;3;3_18_3;318
20031804;65;377;3;18;4;3_18_4;318
20031805;19;171;3;18;5;3_18_5;318
20031806;21;255;3;18;6;3_18_6;318
20031807;33;275;3;18;7;3_18_7;318
20031808;39;255;3;18;8;3_18_8;318
20031809;53;395;3;18;9;3_18_9;318
20031810;29;208;3;18;10;3_18_10;318
20031811;40;249;3;18;11;3_18_11;318
20031901;84;516;3;19;1;3_19_1;319
20031902;30;152;3;19;2;3_19_2;319
20031903;50;310;3;19;3;3_19_3;319
20031904;45;295;3;19;4;3_19_4;319
20031905;57;344;3;19;5;3_19_5;319
20031906;44;336;3;19;6;3_19_6;319
20031907;58;413;3;19;7;3_19_7;319
20031908;66;499;3;19;8;3_19_8;319
20031909;57;304;3;19;9;3_19_9;319
20031910;29;236;3;19;10;3_19_10;319
20032001;27;318;3;20;1;3_20_1;320
20032002;89;446;3;20;2;3_20_2;320
20032003;57;315;3;20;3;3_20_3;320
20032004;52;290;3;20;4;3_20_4;320
20032005;36;232;3;20;5;3_20_5;320
20032006;23;189;3;20;6;3_20_6;320
20032007;56;349;3;20;7;3_20_7;320
20032008;52;380;3;20;8;3_20_8;320
20032009;73;458;3;20;9;3_20_9;320
20032010;41;287;3;20;10;3_20_10;320
20032011;49;239;3;20;11;3_20_11;320
20032101;63;376;3;21;1;3_21_1;321
20032102;64;397;3;21;2;3_21_2;321
20032103;57;308;3;21;3;3_21_3;321
20032104;66;347;3;21;4;3_21_4;321
20032105;25;219;3;21;5;3_21_5;321
20032106;44;387;3;21;6;3_21_6;321
20032107;37;199;3;21;7;3_21_7;321
20032108;56;314;3;21;8;3_21_8;321
20032109;28;188;3;21;9;3_21_9;321
20032110;61;416;3;21;10;3_21_10;321
20032201;41;342;3;22;1;3_22_1;322
20032202;53;294;3;22;2;3_22_2;322
20032203;22;181;3;22;3;3_22_3;322
20032204;44;246;3;22;4;3_22_4;322
20032205;39;359;3;22;5;3_22_5;322
20032206;57;302;3;22;6;3_22_6;322
20032207;26;332;3;22;7;3_22_7;322
20032208;55;375;3;22;8;3_22_8;322
20032209;52;373;3;22;9;3_22_9;322
20032301;42;330;3;23;1;3_23_1;323
20032302;65;347;3;23;2;3_23_2;323
20032303;76;367;3;23;3;3_23_3;323
20032304;19;191;3;23;4;3_23_4;323
20032305;35;291;3;23;5;3_23_5;323
20032306;36;242;3;23;6;3_23_6;323
20032307;53;274;3;23;7;3_23_7;323
20032308;37;336;3;23;8;3_23_8;323
20032309;24;342;3;23;9;3_23_9;323
20032310;53;397;3;23;10;3_23_10;323
20032401;35;303;3;24;1;3_24_1;324
20032402;38;336;3;24;2;3_24_2;324
20032403;32;276;3;24;3;3_24_3;324
20032404;46;311;3;24;4;3_24_4;324
20032405;26;225;3;24;5;3_24_5;324
20032406;60;376;3;24;6;3_24_6;324
20032407;79;297;3;24;7;3_24_7;324
20032408;46;320;3;24;8;3_24_8;324
20032409;35;185;3;24;9;3_24_9;324
20032501;123;511;3;25;1;3_25_1;325
20032502;41;295;3;25;2;3_25_2;325
20032503;23;207;3;25;3;3_25_3;325
20032504;36;272;3;25;4;3_25_4;325
20032505;56;296;3;25;5;3_25_5;325
20032506;30;337;3;25;6;3_25_6;325
20032507;28;228;3;25;7;3_25_7;325
20032508;95;716;3;25;8;3_25_8;325
20032509;40;319;3;25;9;3_25_9;325
20032601;58;398;3;26;1;3_26_1;326
20032602;70;440;3;26;2;3_26_2;326
20032603;42;334;3;26;3;3_26_3;326
20032604;46;228;3;26;4;3_26_4;326
20032605;55;341;3;26;5;3_26_5;326
20032606;40;248;3;26;6;3_26_6;326
20032607;44;312;3;26;7;3_26_7;326
20032608;36;246;3;26;8;3_26_8;326
20032609;30;292;3;26;9;3_26_9;326
20032701;74;400;3;27;1;3_27_1;327
20032702;57;330;3;27;2;3_27_2;327
20032703;50;355;3;27;3;3_27_3;327
20032704;44;313;3;27;4;3_27_4;327
20032705;28;318;3;27;5;3_27_5;327
20032706;36;306;3;27;6;3_27_6;327
20032707;49;367;3;27;7;3_27_7;327
20040101;8;247;4;1;1;4_1_1;41
20040102;9;263;4;1;2;4_1_2;41
20040103;7;215;4;1;3;4_1_3;41
20040104;9;236;4;1;4;4_1_4;41
20040105;3;234;4;1;5;4_1_5;41
20040106;6;206;4;1;6;4_1_6;41
20040107;6;168;4;1;7;4_1_7;41
20040108;7;225;4;1;8;4_1_8;41
20040109;14;224;4;1;9;4_1_9;41
20040110;4;157;4;1;10;4_1_10;41
20040111;5;200;4;1;11;4_1_11;41
20040112;9;183;4;1;12;4_1_12;41
20040113;9;136;4;1;13;4_1_13;41
20040114;9;236;4;1;14;4_1_14;41
20040201;20;274;4;2;1;4_2_1;42
20040202;17;282;4;2;2;4_2_2;42
20040203;31;383;4;2;3;4_2_3;42
20040204;16;273;4;2;4;4_2_4;42
20040205;14;231;4;2;5;4_2_5;42
20040206;19;257;4;2;6;4_2_6;42
20040207;27;315;4;2;7;4_2_7;42
20040208;13;189;4;2;8;4_2_8;42
20040209;9;209;4;2;9;4_2_9;42
20040210;7;316;4;2;10;4_2_10;42
20040301;35;342;4;3;1;4_3_1;43
20040302;17;297;4;3;2;4_3_2;43
20040303;13;221;4;3;3;4_3_3;43
20040304;19;298;4;3;4;4_3_4;43
20040305;28;361;4;3;5;4_3_5;43
20040306;30;296;4;3;6;4_3_6;43
20040307;18;229;4;3;7;4_3_7;43
20040308;25;275;4;3;8;4_3_8;43
20040309;13;183;4;3;9;4_3_9;43
20040310;26;293;4;3;10;4_3_10;43
20040311;15;307;4;3;11;4_3_11;43
20040312;11;341;4;3;12;4_3_12;43
20040313;7;197;4;3;13;4_3_13;43
20040401;20;236;4;4;1;4_4_1;44
20040402;40;295;4;4;2;4_4_2;44
20040403;41;320;4;4;3;4_4_3;44
20040404;32;330;4;4;4;4_4_4;44
20040405;36;366;4;4;5;4_4_5;44
20040406;18;286;4;4;6;4_4_6;44
20040407;32;329;4;4;7;4_4_7;44
20040408;25;290;4;4;8;4_4_8;44
20040409;19;285;4;4;9;4_4_9;44
20040410;17;273;4;4;10;4_4_10;44
20040411;25;344;4;4;11;4_4_11;44
20040501;66;370;4;5;1;4_5_1;45
20040502;31;260;4;5;2;4_5_2;45
20040503;51;331;4;5;3;4_5_3;45
20040504;24;279;4;5;4;4_5_4;45
20040505;30;204;4;5;5;4_5_5;45
20040506;47;349;4;5;6;4_5_6;45
20040507;22;259;4;5;7;4_5_7;45
20040508;21;247;4;5;8;4_5_8;45
20040509;41;634;4;5;9;4_5_9;45
20040510;15;398;4;5;10;4_5_10;45
20040511;26;340;4;5;11;4_5_11;45
20040601;73;431;4;6;1;4_6_1;46
20040602;29;320;4;6;2;4_6_2;46
20040603;37;285;4;6;3;4_6_3;46
20040604;60;320;4;6;4;4_6_4;46
20040605;37;275;4;6;5;4_6_5;46
20040606;61;375;4;6;6;4_6_6;46
20040607;40;310;4;6;7;4_6_7;46
20040608;49;317;4;6;8;4_6_8;46
20040609;47;274;4;6;9;4_6_9;46
20040610;39;215;4;6;10;4_6_10;46
20040611;47;246;4;6;11;4_6_11;46
20040701;52;305;4;7;1;4_7_1;47
20040702;45;291;4;7;2;4_7_2;47
20040703;19;302;4;7;3;4_7_3;47
20040704;82;814;4;7;4;4_7_4;47
20040705;43;297;4;7;5;4_7_5;47
20040706;40;287;4;7;6;4_7_6;47
20040707;59;314;4;7;7;4_7_7;47
20040708;41;286;4;7;8;4_7_8;47
20040709;37;273;4;7;9;4_7_9;47
20040710;33;287;4;7;10;4_7_10;47
20040711;23;213;4;7;11;4_7_11;47
20040712;25;272;4;7;12;4_7_12;47
20040801;46;304;4;8;1;4_8_1;48
20040802;39;311;4;8;2;4_8_2;48
20040803;31;241;4;8;3;4_8_3;48
20040804;37;294;4;8;4;4_8_4;48
20040805;39;268;4;8;5;4_8_5;48
20040806;31;274;4;8;6;4_8_6;48
20040807;75;837;4;8;7;4_8_7;48
20040808;3;97;4;8;8;4_8_8;48
20040809;20;350;4;8;9;4_8_9;48
20040810;16;238;4;8;10;4_8_10;48
20040811;16;283;4;8;11;4_8_11;48
20040901;9;463;4;9;1;4_9_1;49
20040902;10;254;4;9;2;4_9_2;49
20040903;5;186;4;9;3;4_9_3;49
20040904;9;177;4;9;4;4_9_4;49
20040905;13;189;4;9;5;4_9_5;49
20040906;10;279;4;9;6;4_9_6;49
20040907;14;263;4;9;7;4_9_7;49
20041001;1;23;4;10;1;4_10_1;410
20041002;8;661;4;10;2;4_10_2;410
20041003;3;507;4;10;3;4_10_3;410
20041004;0;124;4;10;4;4_10_4;410
20041005;24;519;4;10;5;4_10_5;410
20041006;0;307;4;10;6;4_10_6;410
20041007;1;273;4;10;7;4_10_7;410
20041008;0;492;4;10;8;4_10_8;410
20041009;2;624;4;10;9;4_10_9;410
20041101;22;293;4;11;1;4_11_1;411
20041102;55;327;4;11;2;4_11_2;411
20041103;31;282;4;11;3;4_11_3;411
20041104;26;250;4;11;4;4_11_4;411
20041105;17;185;4;11;5;4_11_5;411
20041106;20;320;4;11;6;4_11_6;411
20041107;13;328;4;11;7;4_11_7;411
20041108;26;314;4;11;8;4_11_8;411
20041109;12;269;4;11;9;4_11_9;411
20041201;22;230;4;12;1;4_12_1;412
20041202;11;216;4;12;2;4_12_2;412
20041203;42;303;4;12;3;4_12_3;412
20041204;28;371;4;12;4;4_12_4;412
20041205;26;231;4;12;5;4_12_5;412
20041206;14;250;4;12;6;4_12_6;412
20041207;18;157;4;12;7;4_12_7;412
20041208;31;184;4;12;8;4_12_8;412
20041209;70;312;4;12;9;4_12_9;412
20041210;19;284;4;12;10;4_12_10;412
20041211;58;260;4;12;11;4_12_11;412
20041212;41;224;4;12;12;4_12_12;412
20041301;123;357;4;13;1;4_13_1;413
20041302;60;240;4;13;2;4_13_2;413
20041303;52;253;4;13;3;4_13_3;413
20041304;61;227;4;13;4;4_13_4;413
20041305;82;391;4;13;5;4_13_5;413
20041306;25;205;4;13;6;4_13_6;413
20041307;123;400;4;13;7;4_13_7;413
20041308;47;174;4;13;8;4_13_8;413
20041309;48;170;4;13;9;4_13_9;413
20041310;42;202;4;13;10;4_13_10;413
20041311;87;448;4;13;11;4_13_11;413
20041401;31;273;4;14;1;4_14_1;414
20041402;42;259;4;14;2;4_14_2;414
20041403;52;277;4;14;3;4_14_3;414
20041404;92;495;4;14;4;4_14_4;414
20041405;62;302;4;14;5;4_14_5;414
20041406;53;208;4;14;6;4_14_6;414
20041407;41;289;4;14;7;4_14_7;414
20041408;93;410;4;14;8;4_14_8;414
20041409;54;262;4;14;9;4_14_9;414
20041501;50;259;4;15;1;4_15_1;415
20041502;115;624;4;15;2;4_15_2;415
20041503;137;483;4;15;3;4_15_3;415
20041504;57;297;4;15;4;4_15_4;415
20041505;40;219;4;15;5;4_15_5;415
20041506;30;240;4;15;6;4_15_6;415
20041507;43;274;4;15;7;4_15_7;415
20041508;55;270;4;15;8;4_15_8;415
20041509;45;254;4;15;9;4_15_9;415
20041510;28;188;4;15;10;4_15_10;415
20041601;27;259;4;16;1;4_16_1;416
20041602;108;930;4;16;2;4_16_2;416
20041603;25;438;4;16;3;4_16_3;416
20041604;24;267;4;16;4;4_16_4;416
20041605;49;412;4;16;5;4_16_5;416
20041606;31;248;4;16;6;4_16_6;416
20041607;9;156;4;16;7;4_16_7;416
20041608;10;219;4;16;8;4_16_8;416
20041609;42;431;4;16;9;4_16_9;416
20041610;28;280;4;16;10;4_16_10;416
20041701;55;221;4;17;1;4_17_1;417
20041702;42;240;4;17;2;4_17_2;417
20041703;24;218;4;17;3;4_17_3;417
20041704;47;296;4;17;4;4_17_4;417
20041705;38;328;4;17;5;4_17_5;417
20041706;53;280;4;17;6;4_17_6;417
20041707;40;255;4;17;7;4_17_7;417
20041708;29;358;4;17;8;4_17_8;417
20041709;61;337;4;17;9;4_17_9;417
20041710;17;280;4;17;10;4_17_10;417
20041801;2;46;4;18;1;4_18_1;418
20041901;15;255;4;19;1;4_19_1;419
20041902;27;259;4;19;2;4_19_2;419
20041903;27;323;4;19;3;4_19_3;419
20041904;12;375;4;19;4;4_19_4;419
20041905;23;287;4;19;5;4_19_5;419
20041906;10;363;4;19;6;4_19_6;419
20041907;6;288;4;19;7;4_19_7;419
20041908;9;460;4;19;8;4_19_8;419
20041909;8;339;4;19;9;4_19_9;419
20041910;13;263;4;19;10;4_19_10;419
20042001;18;324;4;20;1;4_20_1;420
20042002;21;257;4;20;2;4_20_2;420
20042003;9;281;4;20;3;4_20_3;420
20042004;4;221;4;20;4;4_20_4;420
20042005;10;211;4;20;5;4_20_5;420
20042006;17;305;4;20;6;4_20_6;420
20042007;17;290;4;20;7;4_20_7;420
20042008;10;243;4;20;8;4_20_8;420
20042009;12;293;4;20;9;4_20_9;420
20042010;18;364;4;20;10;4_20_10;420
20042011;25;323;4;20;11;4_20_11;420
20042012;36;471;4;20;12;4_20_12;420
20042101;9;245;4;21;1;4_21_1;421
20042102;2;263;4;21;2;4_21_2;421
20042103;18;207;4;21;3;4_21_3;421
20042104;8;249;4;21;4;4_21_4;421
20042105;10;238;4;21;5;4_21_5;421
20042106;14;270;4;21;6;4_21_6;421
20042107;16;275;4;21;7;4_21_7;421
20042108;4;294;4;21;8;4_21_8;421
20042109;6;253;4;21;9;4_21_9;421
20042110;4;234;4;21;10;4_21_10;421
20042111;8;281;4;21;11;4_21_11;421
20042112;8;190;4;21;12;4_21_12;421
20042201;41;257;4;22;1;4_22_1;422
20042202;43;297;4;22;2;4_22_2;422
20042203;83;353;4;22;3;4_22_3;422
20042204;63;495;4;22;4;4_22_4;422
20042205;47;284;4;22;5;4_22_5;422
20042206;65;255;4;22;6;4_22_6;422
20042207;75;402;4;22;7;4_22_7;422
20042208;35;363;4;22;8;4_22_8;422
20042209;18;259;4;22;9;4_22_9;422
20042210;22;229;4;22;10;4_22_10;422
20042211;40;290;4;22;11;4_22_11;422
20042212;17;218;4;22;12;4_22_12;422
20042301;9;272;4;23;1;4_23_1;423
20042302;18;288;4;23;2;4_23_2;423
20042303;21;258;4;23;3;4_23_3;423
20042304;18;265;4;23;4;4_23_4;423
20042305;30;227;4;23;5;4_23_5;423
20042306;37;304;4;23;6;4_23_6;423
20042307;26;233;4;23;7;4_23_7;423
20042308;23;288;4;23;8;4_23_8;423
20042309;9;151;4;23;9;4_23_9;423
20042310;16;259;4;23;10;4_23_10;423
20042311;6;206;4;23;11;4_23_11;423
20042312;9;232;4;23;12;4_23_12;423
20042401;0;415;4;24;1;4_24_1;424
20042402;4;542;4;24;2;4_24_2;424
20042403;1;373;4;24;3;4_24_3;424
20042404;0;535;4;24;4;4_24_4;424
20042405;2;407;4;24;5;4_24_5;424
20042406;5;378;4;24;6;4_24_6;424
20042501;4;688;4;25;1;4_25_1;425
20042502;5;624;4;25;2;4_25_2;425
20042503;15;1093;4;25;3;4_25_3;425
20042504;2;587;4;25;4;4_25_4;425
20042601;1;261;4;26;1;4_26_1;426
20042602;3;283;4;26;2;4_26_2;426
20042603;1;340;4;26;3;4_26_3;426
20050101;65;253;5;1;1;5_1_1;51
20050102;114;411;5;1;2;5_1_2;51
20050103;76;361;5;1;3;5_1_3;51
20050104;105;314;5;1;4;5_1_4;51
20050105;121;473;5;1;5;5_1_5;51
20050106;42;209;5;1;6;5_1_6;51
20050107;68;302;5;1;7;5_1_7;51
20050108;91;323;5;1;8;5_1_8;51
20050109;84;349;5;1;9;5_1_9;51
20050110;57;312;5;1;10;5_1_10;51
20050201;96;337;5;2;1;5_2_1;52
20050202;60;270;5;2;2;5_2_2;52
20050203;96;325;5;2;3;5_2_3;52
20050204;133;461;5;2;4;5_2_4;52
20050205;56;222;5;2;5;5_2_5;52
20050206;49;258;5;2;6;5_2_6;52
20050207;39;246;5;2;7;5_2_7;52
20050208;159;433;5;2;8;5_2_8;52
20050209;73;339;5;2;9;5_2_9;52
20050210;55;301;5;2;10;5_2_10;52
20050211;87;394;5;2;11;5_2_11;52
20050301;64;320;5;3;1;5_3_1;53
20050302;102;507;5;3;2;5_3_2;53
20050303;14;177;5;3;3;5_3_3;53
20050304;46;235;5;3;4;5_3_4;53
20050305;74;336;5;3;5;5_3_5;53
20050306;68;303;5;3;6;5_3_6;53
20050307;51;297;5;3;7;5_3_7;53
20050308;39;164;5;3;8;5_3_8;53
20050309;54;309;5;3;9;5_3_9;53
20050310;39;241;5;3;10;5_3_10;53
20050311;78;386;5;3;11;5_3_11;53
20050401;111;420;5;4;1;5_4_1;54
20050402;91;347;5;4;2;5_4_2;54
20050403;73;319;5;4;3;5_4_3;54
20050404;77;341;5;4;4;5_4_4;54
20050405;73;331;5;4;5;5_4_5;54
20050406;127;504;5;4;6;5_4_6;54
20050407;60;253;5;4;7;5_4_7;54
20050408;140;516;5;4;8;5_4_8;54
20050409;66;337;5;4;9;5_4_9;54
20050501;81;348;5;5;1;5_5_1;55
20050502;164;593;5;5;2;5_5_2;55
20050503;97;370;5;5;3;5_5_3;55
20050504;67;288;5;5;4;5_5_4;55
20050505;71;244;5;5;5;5_5_5;55
20050506;75;315;5;5;6;5_5_6;55
20050507;79;422;5;5;7;5_5_7;55
20050508;93;324;5;5;8;5_5_8;55
20050601;108;304;5;6;1;5_6_1;56
20050602;129;437;5;6;2;5_6_2;56
20050603;104;438;5;6;3;5_6_3;56
20050604;176;660;5;6;4;5_6_4;56
20050605;140;558;5;6;5;5_6_5;56
20050606;77;407;5;6;6;5_6_6;56
20050607;105;418;5;6;7;5_6_7;56
20050608;115;385;5;6;8;5_6_8;56
20050701;122;529;5;7;1;5_7_1;57
20050702;57;222;5;7;2;5_7_2;57
20050703;64;276;5;7;3;5_7_3;57
20050704;149;605;5;7;4;5_7_4;57
20050705;125;618;5;7;5;5_7_5;57
20050706;47;300;5;7;6;5_7_6;57
20050707;38;196;5;7;7;5_7_7;57
20050708;79;394;5;7;8;5_7_8;57
20050801;131;547;5;8;1;5_8_1;58
20050802;77;320;5;8;2;5_8_2;58
20050803;146;504;5;8;3;5_8_3;58
20050804;110;454;5;8;4;5_8_4;58
20050805;41;175;5;8;5;5_8_5;58
20050806;87;394;5;8;6;5_8_6;58
20050807;94;399;5;8;7;5_8_7;58
20050808;88;353;5;8;8;5_8_8;58
20050809;84;333;5;8;9;5_8_9;58
20050901;113;472;5;9;1;5_9_1;59
20050902;67;287;5;9;2;5_9_2;59
20050903;59;268;5;9;3;5_9_3;59
20050904;46;232;5;9;4;5_9_4;59
20050905;65;260;5;9;5;5_9_5;59
20050906;65;245;5;9;6;5_9_6;59
20050907;49;220;5;9;7;5_9_7;59
20050908;75;454;5;9;8;5_9_8;59
20050909;91;438;5;9;9;5_9_9;59
20050910;73;341;5;9;10;5_9_10;59
20051001;121;538;5;10;1;5_10_1;510
20051002;136;548;5;10;2;5_10_2;510
20051003;27;164;5;10;3;5_10_3;510
20051004;52;254;5;10;4;5_10_4;510
20051005;41;269;5;10;5;5_10_5;510
20051006;66;315;5;10;6;5_10_6;510
20051007;99;548;5;10;7;5_10_7;510
20051008;72;309;5;10;8;5_10_8;510
20051009;77;344;5;10;9;5_10_9;510
20051010;53;256;5;10;10;5_10_10;510
20051101;118;536;5;11;1;5_11_1;511
20051102;97;389;5;11;2;5_11_2;511
20051103;81;281;5;11;3;5_11_3;511
20051104;73;331;5;11;4;5_11_4;511
20051105;85;321;5;11;5;5_11_5;511
20051106;84;315;5;11;6;5_11_6;511
20051107;98;470;5;11;7;5_11_7;511
20051108;65;321;5;11;8;5_11_8;511
20051109;77;459;5;11;9;5_11_9;511
20051110;97;354;5;11;10;5_11_10;511
20051201;52;293;5;12;1;5_12_1;512
20051202;237;840;5;12;2;5_12_2;512
20051203;132;426;5;12;3;5_12_3;512
20051204;70;328;5;12;4;5_12_4;512
20051205;53;198;5;12;5;5_12_5;512
20051206;214;769;5;12;6;5_12_6;512
20051207;83;336;5;12;7;5_12_7;512
20051301;123;400;5;13;1;5_13_1;513
20051302;85;321;5;13;2;5_13_2;513
20051303;95;365;5;13;3;5_13_3;513
20051304;72;330;5;13;4;5_13_4;513
20051305;79;332;5;13;5;5_13_5;513
20051306;124;377;5;13;6;5_13_6;513
20051307;83;323;5;13;7;5_13_7;513
20051308;134;421;5;13;8;5_13_8;513
20051309;134;422;5;13;9;5_13_9;513
20051401;89;274;5;14;1;5_14_1;514
20051402;57;347;5;14;2;5_14_2;514
20051403;93;540;5;14;3;5_14_3;514
20051404;96;421;5;14;4;5_14_4;514
20051405;179;787;5;14;5;5_14_5;514
20051406;146;538;5;14;6;5_14_6;514
20051407;33;168;5;14;7;5_14_7;514
20051408;79;275;5;14;8;5_14_8;514
20051409;80;426;5;14;9;5_14_9;514
20051501;86;521;5;15;1;5_15_1;515
20051502;104;530;5;15;2;5_15_2;515
20051503;50;267;5;15;3;5_15_3;515
20051504;124;568;5;15;4;5_15_4;515
20051505;95;454;5;15;5;5_15_5;515
20051506;85;330;5;15;6;5_15_6;515
20051507;69;313;5;15;7;5_15_7;515
20051508;42;331;5;15;8;5_15_8;515
20051509;15;169;5;15;9;5_15_9;515
20051601;88;404;5;16;1;5_16_1;516
20051602;40;287;5;16;2;5_16_2;516
20051603;28;214;5;16;3;5_16_3;516
20051604;40;389;5;16;4;5_16_4;516
20051605;58;376;5;16;5;5_16_5;516
20051606;43;309;5;16;6;5_16_6;516
20051607;37;249;5;16;7;5_16_7;516
20051608;62;376;5;16;8;5_16_8;516
20051609;60;394;5;16;9;5_16_9;516
20051610;52;388;5;16;10;5_16_10;516
20051611;91;424;5;16;11;5_16_11;516
20051701;53;290;5;17;1;5_17_1;517
20051702;71;353;5;17;2;5_17_2;517
20051703;68;317;5;17;3;5_17_3;517
20051704;64;298;5;17;4;5_17_4;517
20051705;98;309;5;17;5;5_17_5;517
20051706;81;341;5;17;6;5_17_6;517
20051707;106;329;5;17;7;5_17_7;517
20051708;92;385;5;17;8;5_17_8;517
20051709;36;253;5;17;9;5_17_9;517
20051710;58;280;5;17;10;5_17_10;517
20051711;107;428;5;17;11;5_17_11;517
20051801;96;423;5;18;1;5_18_1;518
20051802;78;375;5;18;2;5_18_2;518
20051803;59;343;5;18;3;5_18_3;518
20051804;57;277;5;18;4;5_18_4;518
20051805;55;336;5;18;5;5_18_5;518
20051806;47;242;5;18;6;5_18_6;518
20051807;65;309;5;18;7;5_18_7;518
20051808;19;149;5;18;8;5_18_8;518
20051809;49;267;5;18;9;5_18_9;518
20051810;66;344;5;18;10;5_18_10;518
20051811;65;315;5;18;11;5_18_11;518
20051901;60;344;5;19;1;5_19_1;519
20051902;44;282;5;19;2;5_19_2;519
20051903;64;407;5;19;3;5_19_3;519
20051904;63;397;5;19;4;5_19_4;519
20051905;37;334;5;19;5;5_19_5;519
20051906;55;330;5;19;6;5_19_6;519
20051907;32;199;5;19;7;5_19_7;519
20051908;84;429;5;19;8;5_19_8;519
20051909;57;294;5;19;9;5_19_9;519
20051910;66;364;5;19;10;5_19_10;519
20051911;92;437;5;19;11;5_19_11;519
20052001;34;317;5;20;1;5_20_1;520
20052002;50;410;5;20;2;5_20_2;520
20052003;37;386;5;20;3;5_20_3;520
20052004;40;314;5;20;4;5_20_4;520
20052005;34;332;5;20;5;5_20_5;520
20052006;31;288;5;20;6;5_20_6;520
20052007;38;315;5;20;7;5_20_7;520
20052008;38;317;5;20;8;5_20_8;520
20052009;36;326;5;20;9;5_20_9;520
20052010;43;380;5;20;10;5_20_10;520
20052011;41;302;5;20;11;5_20_11;520
20052012;19;298;5;20;12;5_20_12;520
20052101;77;378;5;21;1;5_21_1;521
20052102;49;350;5;21;2;5_21_2;521
20052103;36;209;5;21;3;5_21_3;521
20052104;62;371;5;21;4;5_21_4;521
20052105;43;266;5;21;5;5_21_5;521
20052106;53;337;5;21;6;5_21_6;521
20052107;46;258;5;21;7;5_21_7;521
20052108;23;248;5;21;8;5_21_8;521
20052109;38;236;5;21;9;5_21_9;521
20052110;32;253;5;21;10;5_21_10;521
20052111;39;245;5;21;11;5_21_11;521
20052201;47;260;5;22;1;5_22_1;522
20052202;38;292;5;22;2;5_22_2;522
20052203;41;261;5;22;3;5_22_3;522
20052204;55;362;5;22;4;5_22_4;522
20052205;39;277;5;22;5;5_22_5;522
20052206;50;332;5;22;6;5_22_6;522
20052207;86;724;5;22;7;5_22_7;522
20052208;31;246;5;22;8;5_22_8;522
20052209;35;278;5;22;9;5_22_9;522
20052210;39;296;5;22;10;5_22_10;522
20052211;48;320;5;22;11;5_22_11;522
20052212;36;326;5;22;12;5_22_12;522
20052213;22;218;5;22;13;5_22_13;522
20060101;44;242;6;1;1;6_1_1;61
20060102;36;345;6;1;2;6_1_2;61
20060103;64;347;6;1;3;6_1_3;61
20060104;40;274;6;1;4;6_1_4;61
20060105;90;431;6;1;5;6_1_5;61
20060106;61;348;6;1;6;6_1_6;61
20060107;48;260;6;1;7;6_1_7;61
20060108;57;310;6;1;8;6_1_8;61
20060109;43;227;6;1;9;6_1_9;61
20060110;33;145;6;1;10;6_1_10;61
20060111;59;253;6;1;11;6_1_11;61
20060112;53;292;6;1;12;6_1_12;61
20060201;108;387;6;2;1;6_2_1;62
20060202;98;334;6;2;2;6_2_2;62
20060203;57;243;6;2;3;6_2_3;62
20060204;61;247;6;2;4;6_2_4;62
20060205;66;229;6;2;5;6_2_5;62
